# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SUMO3	SUMO3	NM_001286416.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
SUMO3	SUMO3	NM_006936.3	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
SYNJ1	SYNJ1	NM_001160302.1	protein_coding	0	8	6	7	7	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0
SYNJ1	SYNJ1	NM_001160306.2	protein_coding	1	12	8	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	12	0
SYNJ1	SYNJ1	NM_003895.3	protein_coding	1	12	8	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	12	0
SYNJ1	SYNJ1	NM_203446.3	protein_coding	0	8	6	7	7	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0
TCP10L	TCP10L	NM_144659.7	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
TFF1	TFF1	NM_003225.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TFF2	TFF2	NM_005423.5	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
TFF3	TFF3	NM_003226.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TIAM1	TIAM1	NM_001353686.1	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0
TIAM1	TIAM1	NM_001353687.1	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0
TIAM1	TIAM1	NM_001353688.1	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0
TIAM1	TIAM1	NM_001353689.1	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0
TIAM1	TIAM1	NM_001353690.1	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0
TIAM1	TIAM1	NM_001353691.1	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0
TIAM1	TIAM1	NM_001353692.1	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0
TIAM1	TIAM1	NM_001353693.1	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0
TIAM1	TIAM1	NM_001353694.1	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0
TIAM1	TIAM1	NM_003253.3	protein_coding	0	1	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0
TMEM50B	TMEM50B	NR_040016.1		0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TMPRSS15	TMPRSS15	NM_002772.3	protein_coding	0	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0
TMPRSS2	TMPRSS2	NM_001135099.1	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
TMPRSS2	TMPRSS2	NM_005656.4	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
TMPRSS3	TMPRSS3	NM_001256317.2	protein_coding	0	6	7	1	0	0	0	0	0	0	0	0	1	7	0	0	0	0	6	0
TMPRSS3	TMPRSS3	NM_024022.3	protein_coding	0	6	7	1	0	0	0	0	0	0	0	0	1	7	0	0	0	0	6	0
TMPRSS3	TMPRSS3	NM_032404.2	protein_coding	0	6	3	5	0	0	3	0	0	0	0	0	1	3	0	0	0	0	6	1
TMPRSS3	TMPRSS3	NM_032405.2	protein_coding	0	4	5	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	4	0
TRAPPC10	TRAPPC10	NM_001351709.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
TRAPPC10	TRAPPC10	NM_003274.5	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
TRPM2	TRPM2	NM_001320350.1	protein_coding	1	6	9	2	0	0	0	0	0	0	0	0	2	9	0	0	0	1	6	0
TRPM2	TRPM2	NM_001320351.1	protein_coding	1	6	9	2	0	0	0	0	0	0	0	0	2	9	0	0	0	1	6	0
TRPM2	TRPM2	NM_001320352.1	protein_coding	0	2	3	1	0	0	1	0	0	0	0	0	1	3	0	1	0	0	1	0
TRPM2	TRPM2	NM_003307.3	protein_coding	1	6	9	2	0	0	0	0	0	0	0	0	2	9	0	0	0	1	6	0
TRPM2	TRPM2	NR_038257.1		0	0	0	18	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0
TRPM2-AS	TRPM2-AS	NR_109964.1		0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
TSPEAR	TSPEAR	NM_001272037.2	protein_coding	0	8	4	16	0	0	5	0	0	0	0	0	11	4	0	0	0	0	8	0
TSPEAR	TSPEAR	NM_144991.3	protein_coding	0	11	6	11	0	0	0	0	0	0	0	0	11	6	0	0	0	0	11	0
TSPEAR-AS1	TSPEAR-AS1	NR_103707.1		0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
TTC3	TTC3	NM_001001894.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0
TTC3	TTC3	NM_001320703.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0
TTC3	TTC3	NM_001320704.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0
TTC3	TTC3	NM_001330681.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0
TTC3	TTC3	NM_001330682.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0
TTC3	TTC3	NM_001330683.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0
TTC3	TTC3	NM_001353936.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0
TTC3	TTC3	NM_001353937.2	protein_coding	0	5	4	3	0	0	3	0	0	0	0	0	0	4	0	0	0	0	5	0
TTC3	TTC3	NM_001353938.2	protein_coding	0	5	4	3	0	0	3	0	0	0	0	0	0	4	0	0	0	0	5	0
TTC3	TTC3	NM_003316.4	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0
TTC3-AS1	TTC3-AS1	NR_046651.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
UBASH3A	UBASH3A	NM_001001895.3	protein_coding	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0
UBASH3A	UBASH3A	NM_001243467.2	protein_coding	0	4	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0
UBASH3A	UBASH3A	NM_018961.4	protein_coding	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0
UMODL1	UMODL1	NM_001004416.2	protein_coding	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0
UMODL1	UMODL1	NM_001199527.2	protein_coding	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0
UMODL1	UMODL1	NM_001199528.3	protein_coding	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0
UMODL1	UMODL1	NM_173568.3	protein_coding	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0
UMODL1-AS1	UMODL1-AS1	NR_027243.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
URB1	URB1	NM_014825.3	protein_coding	0	4	5	6	2	0	0	0	0	0	3	0	1	5	0	1	0	0	4	0
USP16	USP16	NM_001001992.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USP16	USP16	NM_001032410.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USP16	USP16	NM_006447.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USP25	USP25	NM_001283041.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
USP25	USP25	NM_001283042.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
USP25	USP25	NM_001352560.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
USP25	USP25	NM_001352561.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
USP25	USP25	NM_013396.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
WDR4	WDR4	NM_001260474.1	protein_coding	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0
WDR4	WDR4	NM_001260475.1	protein_coding	0	3	1	4	0	1	4	0	0	0	0	0	0	1	0	0	0	0	2	0
WDR4	WDR4	NM_001260476.1	protein_coding	0	3	1	4	0	1	3	0	0	0	0	0	1	1	0	0	0	0	2	0
WDR4	WDR4	NM_001260477.1	protein_coding	0	3	1	4	0	1	3	0	0	0	0	0	0	1	0	0	0	0	2	1
WDR4	WDR4	NM_018669.6	protein_coding	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0
WDR4	WDR4	NM_033661.4	protein_coding	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0
WDR4	WDR4	NR_048535.1		0	0	0	7	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0
WRB-SH3BGR	WRB-SH3BGR	NM_001317744.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
WRB-SH3BGR	WRB-SH3BGR	NM_001350300.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
WRB-SH3BGR	WRB-SH3BGR	NR_146618.2		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YBEY	YBEY	NM_001006114.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YBEY	YBEY	NM_001314022.2	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
YBEY	YBEY	NM_001314023.2	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
YBEY	YBEY	NM_001314024.2	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
YBEY	YBEY	NM_001314025.2	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
YBEY	YBEY	NM_001314026.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YBEY	YBEY	NM_058181.3	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
